name,slug,category,subCategory,categoryNameZh,categoryNameEn,subCategoryNameZh,subCategoryNameEn,license,homepage,repo,status,totalScore,scorePercent
"OpenEnv — Agentic Execution Environments","openenv","training-optimization","training-frameworks","训练、评测与优化","Training, Evaluation & Optimization","训练框架","Training Frameworks","Unknown","https://pypi.org/project/openenv-core/","https://github.com/meta-pytorch/openenv","tracked","",""
"OpenEvolve","openevolve","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","","https://github.com/codelion/openevolve","tracked","",""
"OpenHands","openhands","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://docs.all-hands.dev/usage/getting-started","https://github.com/all-hands-ai/openhands","tracked","",""
"OpenHuman","openhuman","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://tinyhumans.ai/openhuman","https://github.com/tinyhumansai/openhuman","tracked","",""
"OpenLIT","openlit","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://docs.openlit.io/","https://github.com/openlit/openlit","tracked","",""
"OpenLLMetry","openllmetry","training-optimization","observability-monitoring","训练、评测与优化","Training, Evaluation & Optimization","可观测性与监控","Observability & Monitoring","Unknown","https://traceloop.github.io/openllmetry","https://github.com/traceloop/openllmetry","tracked","",""
"OpenMAIC","openmaic","agents","agent-orchestration","智能体系统","Agent Systems","编排与工作流","Orchestration & Workflows","Unknown","","https://github.com/thu-maic/openmaic","tracked","",""
"OpenManus","openmanus","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://openmanus.github.io/","https://github.com/foundationagents/openmanus","tracked","",""
"OpenMemory — Explainable Long-term Memory Engine","open-memory","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://openmemory.cavira.app","https://github.com/caviraoss/openmemory","tracked","",""
"OpenMetadata","open-metadata","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://open-metadata.org/","https://github.com/open-metadata/openmetadata","tracked","",""
"OpenRLHF","openrlhf","training-optimization","finetuning-alignment","训练、评测与优化","Training, Evaluation & Optimization","微调与对齐","Finetuning & Alignment","Unknown","https://openrlhf.readthedocs.io/","https://github.com/openrlhf/openrlhf","tracked","",""
"OpenSandbox","open-sandbox","inference-serving","sandboxes-runtimes","推理与运行时","Inference & Runtime","沙箱与执行运行时","Sandboxes & Execution","Unknown","","https://github.com/alibaba/opensandbox","tracked","",""
"OpenShell","openshell","training-optimization","safety-guardrails","训练、评测与优化","Training, Evaluation & Optimization","安全与护栏","Safety & Guardrails","Unknown","","https://github.com/nvidia/openshell","tracked","",""
"OpenSkills","openskills","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","","https://github.com/numman-ali/openskills","tracked","",""
"OpenSpec","openspec","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://openspec.dev/","https://github.com/fission-ai/openspec","tracked","",""
"OpenViking","open-viking","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://www.openviking.ai/","https://github.com/volcengine/openviking","tracked","",""
"OpenVINO","openvino","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://docs.openvino.ai/","https://github.com/openvinotoolkit/openvino","tracked","",""
"Opik","opik","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://www.comet.com/docs/opik/","https://github.com/comet-ml/opik","tracked","",""
"Outlines","outlines","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://dottxt-ai.github.io/outlines/","https://github.com/dottxt-ai/outlines","tracked","",""
"OWL","owl","agents","agent-orchestration","智能体系统","Agent Systems","编排与工作流","Orchestration & Workflows","Unknown","https://www.camel-ai.org/","https://github.com/camel-ai/owl","tracked","",""
"oxdraw","oxdraw","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","","https://github.com/rohanadwankar/oxdraw","tracked","",""
"OxyGent","oxygent","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://oxygent.jd.com","https://github.com/jd-opensource/oxygent","tracked","",""
"PaddleOCR","paddleocr","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://www.paddleocr.ai","https://github.com/paddlepaddle/paddleocr","tracked","",""
"PaddlePaddle","paddlepaddle","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","https://www.paddlepaddle.org/","https://github.com/paddlepaddle/paddle","tracked","",""
"PageIndex","page-index","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://pageindex.ai","https://github.com/vectifyai/pageindex","tracked","",""
"pandas","pandas","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://pandas.pydata.org","https://github.com/pandas-dev/pandas","tracked","",""
"PandaWiki","pandawiki","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://pandawiki.docs.baizhi.cloud/","https://github.com/chaitin/pandawiki","tracked","",""
"Paperclip","paperclip","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","","https://github.com/paperclipai/paperclip","tracked","",""
"Parlant","parlant","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://www.parlant.io","https://github.com/emcie-co/parlant","tracked","",""
"Pathway LLM App","llm-app","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://pathway.com/developers/templates/","https://github.com/pathwaycom/llm-app","tracked","",""
"pdfly","pdfly","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://pdfly.readthedocs.io","https://github.com/py-pdf/pdfly","tracked","",""
"pdfplumber","pdfplumber","rag-knowledge","document-processing","知识与上下文工程","Knowledge & Context","文档处理","Document Processing","Unknown","","https://github.com/jsvine/pdfplumber","tracked","",""
"Perplexica","perplexica","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","","https://github.com/itzcrazykns/perplexica","tracked","",""
"Petri","petri","training-optimization","finetuning-alignment","训练、评测与优化","Training, Evaluation & Optimization","微调与对齐","Finetuning & Alignment","Unknown","https://safety-research.github.io/petri/","https://github.com/safety-research/petri","tracked","",""
"pgvector","pgvector","platform-infra","data-platforms","平台与基础设施","Platform & Infrastructure","数据平台","Data Platforms","Unknown","https://pgvector.org","https://github.com/pgvector/pgvector","tracked","",""
"Phoenix","phoenix","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://www.phoenixframework.org/","https://github.com/phoenixframework/phoenix","tracked","",""
"Pi Monorepo","pi-mono","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://pi.dev/","https://github.com/badlogic/pi-mono","tracked","",""
"PicoClaw","picoclaw","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","","https://github.com/sipeed/picoclaw","tracked","",""
"Pipecat","pipecat","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","https://docs.pipecat.ai/","https://github.com/pipecat-ai/pipecat","tracked","",""
"Pipelex","pipelex","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://pipelex.com","https://github.com/pipelex/pipelex","tracked","",""
"Pixeltable","pixeltable","models-modalities","multimodal","模型与多模态","Models & Modalities","多模态","Multimodal","Unknown","https://docs.pixeltable.com","https://github.com/pixeltable/pixeltable","tracked","",""
"Planning with Files","planning-with-files","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://www.aikux.ai","https://github.com/othmanadi/planning-with-files","tracked","",""
"Plannotator","plannotator","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://plannotator.ai","https://github.com/backnotprop/plannotator","tracked","",""
"Plano","plano","inference-serving","llm-routing-gateways","推理与运行时","Inference & Runtime","路由与网关","LLM Routing & Gateways","Unknown","https://docs.planoai.dev/","https://github.com/katanemo/plano","tracked","",""
"Playwright MCP","playwright-mcp","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://playwright.dev/","https://github.com/microsoft/playwright-mcp","tracked","",""
"Polyaxon","polyaxon","training-optimization","observability-monitoring","训练、评测与优化","Training, Evaluation & Optimization","可观测性与监控","Observability & Monitoring","Unknown","https://polyaxon.com/docs/","https://github.com/polyaxon/polyaxon","tracked","",""
"PR-Agent","pr-agent","training-optimization","prompt-quality","训练、评测与优化","Training, Evaluation & Optimization","提示词质量","Prompt Quality","Unknown","https://www.qodo.ai/","https://github.com/qodo-ai/pr-agent","tracked","",""
"Prefect","prefect","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://prefect.io","https://github.com/prefecthq/prefect","tracked","",""
"Presenton","presenton","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://presenton.ai","https://github.com/presenton/presenton","tracked","",""
"Promptfoo","promptfoo","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://www.promptfoo.dev/","https://github.com/promptfoo/promptfoo","tracked","",""
"Proton","proton","platform-infra","data-platforms","平台与基础设施","Platform & Infrastructure","数据平台","Data Platforms","Unknown","https://timeplus.com","https://github.com/timeplus-io/proton","tracked","",""
"Pydantic AI","pydantic-ai","models-modalities","foundation-models","模型与多模态","Models & Modalities","基础模型","Foundation Models","Unknown","","https://github.com/pydantic/pydantic-ai","tracked","",""
"PyMuPDF","pymupdf","platform-infra","data-platforms","平台与基础设施","Platform & Infrastructure","数据平台","Data Platforms","Unknown","https://pymupdf.io","https://github.com/pymupdf/pymupdf","tracked","",""
"PyTorch","pytorch","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://pytorch.org/","https://github.com/pytorch/pytorch","tracked","",""
"PyTorch Lightning","pytorch-lightning","training-optimization","training-frameworks","训练、评测与优化","Training, Evaluation & Optimization","训练框架","Training Frameworks","Unknown","https://lightning.ai/pytorch-lightning/","https://github.com/lightning-ai/pytorch-lightning","tracked","",""
"pyvideotrans","pyvideotrans","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","https://pyvideotrans.com","https://github.com/jianchang512/pyvideotrans","tracked","",""
"Qdrant","qdrant","rag-knowledge","vector-databases","知识与上下文工程","Knowledge & Context","向量数据库","Vector Databases","Unknown","https://qdrant.tech","https://github.com/qdrant/qdrant","tracked","",""
"Qwen-Agent","qwen-agent","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://qwen.readthedocs.io/","https://github.com/qwenlm/qwen-agent","tracked","",""
"RAG-Anything","rag-anything","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","","https://github.com/hkuds/rag-anything","tracked","",""
"Ragas","ragas","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://docs.ragas.io/","https://github.com/explodinggradients/ragas","tracked","",""
"RAGFlow","ragflow","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://ragflow.io","https://github.com/infiniflow/ragflow","tracked","",""
"Ralph for Claude","ralph-claude-code","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://frankbria.com","https://github.com/frankbria/ralph-claude-code","tracked","",""
"RamaLama","ramalama","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://ramalama.ai","https://github.com/containers/ramalama","tracked","",""
"Ray","ray","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://ray.io/","https://github.com/ray-project/ray","tracked","",""
"React Grab","react-grab","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://react-grab.com","https://github.com/aidenybai/react-grab","tracked","",""
"Refly","refly","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://refly.ai","https://github.com/refly-ai/refly","tracked","",""
"ReLE Chinese LLM Benchmark","chinese-llm-benchmark","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://nonelinear.com/","https://github.com/jeinlee1991/chinese-llm-benchmark","tracked","",""
"Repomix","repomix","training-optimization","prompt-quality","训练、评测与优化","Training, Evaluation & Optimization","提示词质量","Prompt Quality","Unknown","https://repomix.com/","https://github.com/yamadashy/repomix","tracked","",""
"RLinf","rlinf","training-optimization","training-frameworks","训练、评测与优化","Training, Evaluation & Optimization","训练框架","Training Frameworks","Unknown","","https://github.com/rlinf/rlinf","tracked","",""
"Roboflow Inference","roboflow-inference","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://inference.roboflow.com/","https://github.com/roboflow/inference","tracked","",""
"ROLL","roll","rag-knowledge","data-connectors","知识与上下文工程","Knowledge & Context","数据连接器","Data Connectors","Unknown","https://alibaba.github.io/ROLL/","https://github.com/alibaba/roll","tracked","",""
"Roo Code","roo-code","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://roocode.com/","https://github.com/roocodeinc/roo-code","tracked","",""
"RTK","rtk","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://www.rtk-ai.app/","https://github.com/rtk-ai/rtk","tracked","",""
"ruflo","ruflo","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://cognitum.one/","https://github.com/ruvnet/ruflo","tracked","",""
"Sandbox Runtime","sandbox-runtime","inference-serving","sandboxes-runtimes","推理与运行时","Inference & Runtime","沙箱与执行运行时","Sandboxes & Execution","Unknown","","https://github.com/anthropic-experimental/sandbox-runtime","tracked","",""
"Scira","scira","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://scira.ai","https://github.com/zaidmukaddam/scira","tracked","",""
"ScrapeGraphAI","scrapegraph-ai","coding-devtools","browser-automation","开发者工具链","Developer Tooling","浏览器自动化","Browser Automation","Unknown","https://scrapegraphai.com","https://github.com/scrapegraphai/scrapegraph-ai","tracked","",""
"SearXNG","searxng","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://docs.searxng.org","https://github.com/searxng/searxng","tracked","",""
"SeekDB","seekdb","rag-knowledge","vector-databases","知识与上下文工程","Knowledge & Context","向量数据库","Vector Databases","Unknown","https://oceanbase.ai/","https://github.com/oceanbase/seekdb","tracked","",""
"Semantic Kernel","semantic-kernel","agents","agent-orchestration","智能体系统","Agent Systems","编排与工作流","Orchestration & Workflows","Unknown","https://aka.ms/semantic-kernel","https://github.com/microsoft/semantic-kernel","tracked","",""
"SemTools","semtools","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","","https://github.com/run-llama/semtools","tracked","",""
"Serena","serena","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","","https://github.com/oraios/serena","tracked","",""
"SGLang","sglang","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://docs.sglang.ai/","https://github.com/sgl-project/sglang","tracked","",""
"Shapash","shapash","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://maif.github.io/shapash/","https://github.com/maif/shapash","tracked","",""
"Shotgun","shotgun","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","","https://github.com/shotgun-sh/shotgun","tracked","",""
"SillyTavern","sillytavern","applications-products","chat-interfaces","应用与体验","Applications & Experience","聊天与交互界面","Chat Interfaces","Unknown","https://sillytavern.app","https://github.com/sillytavern/sillytavern","tracked","",""
"Sim Studio","sim-studio","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://www.simstudio.ai/","https://github.com/simstudioai/sim","tracked","",""
"Siyuan","siyuan","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://b3log.org/siyuan","https://github.com/siyuan-note/siyuan","tracked","",""
"Skill Seeker","skill-seeker","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","","https://github.com/yusufkaraaslan/skill_seekers","tracked","",""
"SkillHub","skillhub","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","","https://github.com/iflytek/skillhub","tracked","",""
"Skills","anthropic-skills","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://www.anthropic.com/","https://github.com/anthropics/skills","tracked","",""
"Skypilot","skypilot","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://skypilot.ai/","https://github.com/skypilot-org/skypilot","tracked","",""
"SkyRL","skyrl","training-optimization","training-frameworks","训练、评测与优化","Training, Evaluation & Optimization","训练框架","Training Frameworks","Unknown","https://skyrl.readthedocs.io/en/latest/","https://github.com/novasky-ai/skyrl","tracked","",""
"Skyvern","skyvern","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://www.skyvern.com","https://github.com/skyvern-ai/skyvern","tracked","",""
"Slurm","slurm","coding-devtools","ide-cli-tools","开发者工具链","Developer Tooling","IDE 与 CLI 工具","IDE & CLI Tools","Unknown","https://slurm.schedmd.com/","https://github.com/schedmd/slurm","tracked","",""
"Sourcebot","sourcebot","coding-devtools","developer-utilities","开发者工具链","Developer Tooling","开发者工具","Developer Utilities","Unknown","https://sourcebot.dev/","https://github.com/sourcebot-dev/sourcebot","tracked","",""
"spaCy","spacy","rag-knowledge","data-connectors","知识与上下文工程","Knowledge & Context","数据连接器","Data Connectors","Unknown","https://spacy.io","https://github.com/explosion/spacy","tracked","",""
"Spec-Kit","spec-kit","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","","https://github.com/github/spec-kit","tracked","",""
"Spice.ai","spiceai","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","https://docs.spiceai.org","https://github.com/spiceai/spiceai","tracked","",""
"Spring AI","spring-ai","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://docs.spring.io/spring-ai/reference/index.html","https://github.com/spring-projects/spring-ai","tracked","",""
"Spring AI Alibaba","spring-ai-alibaba","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://java2ai.com","https://github.com/alibaba/spring-ai-alibaba","tracked","",""
"sqlite-vector","sqlite-vector","rag-knowledge","vector-databases","知识与上下文工程","Knowledge & Context","向量数据库","Vector Databases","Unknown","https://sqlite.ai/","https://github.com/sqliteai/sqlite-vector","tracked","",""
"Stagehand","stagehand","coding-devtools","mcp-tools","开发者工具链","Developer Tooling","MCP 与工具协议","MCP & Tool Protocols","Unknown","https://stagehand.dev","https://github.com/browserbase/stagehand","tracked","",""
"Stagewise","stagewise","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://stagewise.io","https://github.com/stagewise-io/stagewise","tracked","",""
"Stakpak Agent","stakpak-agent","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://stakpak.dev","https://github.com/stakpak/agent","tracked","",""
"Stirling PDF","stirling-pdf","rag-knowledge","document-processing","知识与上下文工程","Knowledge & Context","文档处理","Document Processing","Unknown","https://stirlingpdf.com/","https://github.com/stirling-tools/stirling-pdf","tracked","",""
"Stripe AI","stripe-ai","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://docs.stripe.com/agents","https://github.com/stripe/ai","tracked","",""
"Suna","suna","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://www.suna.so/","https://github.com/kortix-ai/suna","tracked","",""
"Super Magic","magic","applications-products","workflow-automation","应用与体验","Applications & Experience","工作流自动化","Workflow Automation","Unknown","https://www.letsmagic.ai/","https://github.com/dtyq/magic","tracked","",""
"Superagent","superagent","training-optimization","safety-guardrails","训练、评测与优化","Training, Evaluation & Optimization","安全与护栏","Safety & Guardrails","Unknown","https://superagent.sh/","https://github.com/superagent-ai/superagent","tracked","",""
"SuperClaude Framework","superclaude-framework","coding-devtools","coding-agents","开发者工具链","Developer Tooling","编程智能体","Coding Agents","Unknown","https://superclaude.netlify.app/","https://github.com/superclaude-org/superclaude_framework","tracked","",""
"Supermemory","supermemory","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","https://supermemory.ai","https://github.com/supermemoryai/supermemory","tracked","",""
"Superpowers","superpowers","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://blog.fsck.com/2025/10/09/superpowers/","https://github.com/obra/superpowers","tracked","",""
"SuperSonic","supersonic","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","","https://github.com/tencentmusic/supersonic","tracked","",""
"SwanLab","swanlab","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://swanlab.cn","https://github.com/swanhubx/swanlab","tracked","",""
"Swarms","swarms","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://swarms.ai","https://github.com/kyegomez/swarms","tracked","",""
"SWE-agent","swe-agent","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://swe-agent.com/latest/","https://github.com/swe-agent/swe-agent","tracked","",""
"SymbolicAI","symbolicai","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://extensityai.gitbook.io/symbolicai","https://github.com/extensityai/symbolicai","tracked","",""
"Sympozium","sympozium","agents","agent-orchestration","智能体系统","Agent Systems","编排与工作流","Orchestration & Workflows","MIT","https://sympozium.ai/","https://github.com/sympozium-ai/sympozium","tracked","",""
"Tabby","tabby","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://tabby.tabbyml.com","https://github.com/tabbyml/tabby","tracked","",""
"TEN Framework","ten-framework","models-modalities","audio-speech","模型与多模态","Models & Modalities","语音与音频","Audio & Speech","Unknown","https://agent.theten.ai/","https://github.com/ten-framework/ten-framework","tracked","",""
"TencentDB Agent Memory","tencentdb-agent-memory","rag-knowledge","agent-memory-context","知识与上下文工程","Knowledge & Context","记忆与上下文","Memory & Context","Unknown","","https://github.com/tencent/tencentdb-agent-memory","tracked","",""
"TensorFlow","tensorflow","platform-infra","data-platforms","平台与基础设施","Platform & Infrastructure","数据平台","Data Platforms","Unknown","https://tensorflow.org","https://github.com/tensorflow/tensorflow","tracked","",""
"TensorRT-LLM","tensorrt-llm","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://nvidia.github.io/TensorRT-LLM/","https://github.com/nvidia/tensorrt-llm","tracked","",""
"Tesseract OCR","tesseract-ocr","rag-knowledge","document-processing","知识与上下文工程","Knowledge & Context","文档处理","Document Processing","Unknown","https://tesseract-ocr.github.io/","https://github.com/tesseract-ocr/tesseract","tracked","",""
"text-embeddings-inference","text-embeddings-inference","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://huggingface.co/docs/text-embeddings-inference","https://github.com/huggingface/text-embeddings-inference","tracked","",""
"text-generation-webui","text-generation-webui","applications-products","chat-interfaces","应用与体验","Applications & Experience","聊天与交互界面","Chat Interfaces","Unknown","https://oobabooga.gumroad.com/l/deep_reason","https://github.com/oobabooga/text-generation-webui","tracked","",""
"TileLang","tilelang","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://tilelang.com/","https://github.com/tile-ai/tilelang","tracked","",""
"tinygrad","tinygrad","inference-serving","inference-runtimes","推理与运行时","Inference & Runtime","推理运行时","Inference Runtimes","Unknown","","https://github.com/geohot/tinygrad","tracked","",""
"Tongyi DeepResearch","deep-research","rag-knowledge","retrieval-indexing","知识与上下文工程","Knowledge & Context","检索与索引","Retrieval & Indexing","Unknown","https://tongyi-agent.github.io/blog/introducing-tongyi-deep-research/","https://github.com/alibaba-nlp/deepresearch","tracked","",""
"ToolHive","toolhive","inference-serving","llm-routing-gateways","推理与运行时","Inference & Runtime","路由与网关","LLM Routing & Gateways","Unknown","https://toolhive.dev","https://github.com/stacklok/toolhive","tracked","",""
"TOON","toon","coding-devtools","sdk-frameworks","开发者工具链","Developer Tooling","SDK 与框架","SDK Frameworks","Unknown","https://toonformat.dev","https://github.com/toon-format/toon","tracked","",""
"TorchTitan","torchtitan","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://pytorch.org/","https://github.com/pytorch/torchtitan","tracked","",""
"Torchtune","torchtune","training-optimization","evaluation-benchmarks","训练、评测与优化","Training, Evaluation & Optimization","评测与基准","Evaluation & Benchmarks","Unknown","https://pytorch.org/torchtune/main/","https://github.com/meta-pytorch/torchtune","tracked","",""
"TradingAgents","trading-agents","agents","agent-frameworks","智能体系统","Agent Systems","智能体框架","Agent Frameworks","Unknown","https://arxiv.org/pdf/2412.20138","https://github.com/tauricresearch/tradingagents","tracked","",""
"TradingAgents Enhanced Chinese Edition","tradingagents-cn","applications-products","productivity-tools","应用与体验","Applications & Experience","效率工具","Productivity Tools","Unknown","https://hsliuping.github.io/TradingAgents-CN/","https://github.com/hsliuping/tradingagents-cn","tracked","",""
"Transformer Engine","transformer-engine","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://docs.nvidia.com/deeplearning/transformer-engine/user-guide/index.html","https://github.com/nvidia/transformerengine","tracked","",""
"Transformer Lab","transformerlab-app","platform-infra","deployment-operations","平台与基础设施","Platform & Infrastructure","部署与运维","Deployment & Operations","Unknown","https://transformerlab.ai/docs/intro","https://github.com/transformerlab/transformerlab-app","tracked","",""
